MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,RL,62.0,12677,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,0,4,2008,WD,Normal,274000.0
60,FV,68.0,7050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2001.0,Fin,2.0,650.0,TA,TA,Y,0,235,0,0,0,0,0,5,2007,WD,Normal,226000.0
80,RL,75.0,13860,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410.0,Unf,0.0,542.0,1952.0,GasA,Gd,Y,SBrkr,2000,704,0,2704,1.0,0.0,2,1,4,1,Ex,9,Typ,3,Attchd,1972.0,Fin,2.0,538.0,TA,TA,Y,269,111,0,0,0,0,0,7,2009,WD,Normal,345000.0
60,RL,80.0,10793,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493.0,BLQ,287.0,0.0,780.0,GasA,Ex,Y,SBrkr,780,840,0,1620,0.0,0.0,2,1,4,1,TA,7,Min1,0,Attchd,1969.0,Fin,2.0,462.0,TA,TA,Y,208,0,0,0,0,0,0,4,2007,WD,Normal,152000.0
20,FV,85.0,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,0.0,645.0,1766.0,GasA,Ex,Y,SBrkr,1766,0,0,1766,1.0,0.0,2,1,2,1,Ex,7,Typ,1,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,195,130,0,0,0,0,0,10,2009,New,Partial,370878.0
20,RL,68.0,10530,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,LwQ,35.0,664.0,981.0,GasA,TA,Y,SBrkr,981,0,0,981,1.0,0.0,1,1,3,1,TA,5,Typ,0,Detchd,1979.0,Unf,2.0,576.0,TA,TA,Y,0,312,40,0,0,0,0,3,2007,WD,Normal,143250.0
20,RL,85.0,10452,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0,1094,0.0,0.0,1,0,3,1,TA,5,Typ,2,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0,0,0,0,287,0,0,6,2008,WD,Normal,155000.0
60,RL,70.0,7700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,TA,Y,SBrkr,1051,788,0,1839,0.0,0.0,1,1,4,1,TA,7,Typ,1,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0,124,216,0,0,0,0,6,2010,WD,Normal,155000.0
60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,,100.01075641915337,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,Y,SBrkr,822,843,0,1665,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,205950.0
70,RL,60.0,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,755.0,755.0,GasA,TA,Y,SBrkr,755,755,0,1510,1.0,0.0,1,0,4,1,TA,7,Typ,1,Detchd,1940.0,Unf,1.0,296.0,Fa,Po,P,120,0,0,0,0,0,0,10,2009,WD,Normal,108000.0
60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,Gd,7,Typ,1,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0,120,0,0,0,0,0,7,2009,WD,Normal,191000.0
50,RM,60.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Ex,Y,SBrkr,756,713,0,1469,0.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,1906.0,Unf,1.0,216.0,TA,TA,Y,57,0,239,0,0,0,0,6,2008,WD,Normal,135000.0
20,RL,91.0,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,0,2113,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,0,0,0,8,2008,WD,Normal,350000.0
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,0,3,2010,WD,Family,88000.0
20,RL,72.0,10007,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,0.0,247.0,1053.0,GasA,Ex,Y,SBrkr,1053,0,0,1053,1.0,0.0,1,1,3,1,Gd,5,Typ,0,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,145500.0
70,RL,60.0,7200,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,776.0,GasA,TA,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,0,2,2008,WD,Normal,149000.0
50,RL,78.0,17503,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,546,0,1458,0.0,1.0,1,0,3,1,TA,6,Typ,1,Attchd,1948.0,Unf,1.0,330.0,TA,TA,Y,192,0,0,0,0,0,0,1,2010,WD,Abnorml,97500.0
20,RL,75.0,9937,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0.0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486,0,0,1486,1.0,0.0,1,0,3,1,TA,7,Typ,0,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,167000.0
60,RL,68.0,12384,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,793.0,793.0,GasA,TA,Y,SBrkr,1142,793,0,1935,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,0,113,252,0,0,0,0,11,2007,WD,Normal,197900.0
60,RL,52.0,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361.0,Rec,180.0,88.0,1629.0,GasA,Ex,Y,SBrkr,1686,762,0,2448,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Attchd,1994.0,RFn,3.0,711.0,TA,TA,Y,517,76,0,0,0,0,0,7,2009,WD,Normal,402000.0
20,RL,120.0,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,Unf,0.0,1392.0,1392.0,GasA,Gd,Y,SBrkr,1392,0,0,1392,1.0,0.0,1,0,2,1,TA,5,Maj2,2,Attchd,1968.0,RFn,2.0,576.0,TA,TA,Y,0,0,240,0,0,0,0,7,2009,WD,Normal,110000.0
85,RL,90.0,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,TA,Y,SBrkr,1181,0,0,1181,1.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,1974.0,RFn,2.0,588.0,TA,TA,Y,0,0,180,0,0,0,0,4,2008,WD,Normal,137500.0
20,RL,49.0,20896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721.0,Unf,0.0,356.0,2077.0,GasA,Ex,Y,SBrkr,2097,0,0,2097,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Attchd,2005.0,Fin,3.0,1134.0,TA,TA,Y,192,267,0,0,0,0,0,1,2006,New,Partial,423000.0
60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1406.0,1406.0,GasA,Ex,Y,SBrkr,1454,482,0,1936,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2000.0,RFn,2.0,504.0,TA,TA,Y,188,124,0,0,0,0,0,11,2006,WD,Normal,230500.0
60,RL,68.0,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187.0,Rec,723.0,111.0,1021.0,GasA,TA,Y,SBrkr,1465,915,0,2380,0.0,0.0,2,1,3,1,TA,7,Sev,1,CarPort,1965.0,Unf,2.0,596.0,TA,TA,Y,0,265,0,0,0,0,0,8,2007,WD,Abnorml,129000.0
20,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,Unf,0.0,270.0,1408.0,GasA,Ex,Y,SBrkr,1679,0,0,1679,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,1994.0,RFn,2.0,575.0,TA,TA,Y,224,42,0,0,0,0,0,10,2008,WD,Normal,193500.0
20,RL,68.0,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,0.0,200.0,1188.0,GasA,Gd,Y,SBrkr,1437,0,0,1437,1.0,0.0,1,1,3,1,TA,6,Min2,1,Detchd,1999.0,Unf,2.0,576.0,TA,TA,Y,304,0,0,0,0,0,0,11,2006,WD,Normal,168000.0
30,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,700.0,GasA,Ex,Y,SBrkr,1180,0,0,1180,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Detchd,1922.0,Unf,1.0,252.0,TA,Fa,Y,0,0,67,0,0,0,0,7,2006,WD,Normal,137500.0
60,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738,738,0,1476,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,0,0,0,0,2,2009,WD,Normal,173500.0
70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,TA,N,SBrkr,697,672,0,1369,1.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,1930.0,Unf,1.0,300.0,TA,TA,Y,147,0,0,0,0,0,0,7,2009,WD,Normal,103600.0
20,RL,68.0,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767.0,Unf,0.0,441.0,1208.0,GasA,TA,Y,SBrkr,1208,0,0,1208,1.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,198,42,0,0,0,0,0,6,2006,WD,Normal,165000.0
20,RL,110.0,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186.0,Unf,0.0,291.0,1477.0,GasA,Ex,Y,SBrkr,1839,0,0,1839,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Attchd,1957.0,Fin,2.0,416.0,TA,TA,Y,0,87,0,0,200,0,0,6,2007,WD,Normal,257500.0
20,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892.0,Unf,0.0,244.0,1136.0,GasA,TA,Y,SBrkr,1136,0,0,1136,1.0,0.0,1,0,3,1,TA,5,Typ,1,Attchd,1965.0,RFn,1.0,384.0,TA,TA,Y,426,0,0,0,0,0,0,7,2008,WD,Normal,140000.0
160,RL,24.0,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,TA,Y,SBrkr,855,586,0,1441,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,28,0,0,0,0,0,0,4,2009,WD,Normal,148500.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,Fa,N,SBrkr,1095,679,0,1774,1.0,0.0,2,0,4,2,TA,8,Min2,0,2Types,1920.0,Unf,3.0,779.0,Fa,Fa,N,0,0,90,0,0,0,0,5,2006,WD,Normal,87000.0
30,RL,52.0,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,792,0,0,792,0.0,0.0,1,0,2,1,Gd,5,Typ,0,Detchd,1924.0,Unf,1.0,240.0,Fa,Fa,N,316,0,120,0,0,0,0,5,2009,WD,Normal,109500.0
20,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,2046.0,2046.0,GasA,Ex,Y,SBrkr,2046,0,0,2046,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2008.0,Fin,3.0,834.0,TA,TA,Y,322,82,0,0,0,0,0,7,2009,New,Partial,372500.0
20,RL,68.0,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,Unf,0.0,161.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,1963.0,Unf,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,128500.0
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,261.0,923.0,GasA,TA,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1980.0,RFn,1.0,264.0,TA,TA,Y,80,0,0,0,0,0,0,5,2010,WD,Normal,143000.0
50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,0,7,2009,WD,Abnorml,159434.0
120,RL,68.0,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291,0,0,1291,1.0,0.0,1,0,2,1,Gd,6,Typ,1,Attchd,1996.0,Unf,2.0,431.0,TA,TA,Y,307,0,0,0,0,0,0,11,2008,WD,Normal,173000.0
20,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,0.0,567.0,1626.0,GasA,Ex,Y,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2002.0,Fin,3.0,702.0,TA,TA,Y,257,45,0,0,0,0,0,7,2007,WD,Normal,285000.0
60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1195.0,1195.0,GasA,Gd,Y,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,TA,7,Typ,0,Attchd,1998.0,Fin,2.0,486.0,TA,TA,Y,0,81,0,0,0,0,0,6,2010,WD,Normal,221000.0
160,RL,68.0,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828.0,LwQ,182.0,180.0,1190.0,GasA,Gd,Y,SBrkr,1190,900,0,2090,1.0,0.0,2,0,3,1,Gd,6,Min1,1,Attchd,1984.0,Fin,2.0,577.0,TA,TA,Y,219,0,0,0,0,0,0,9,2007,WD,Normal,207500.0
60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2.0,578.0,TA,TA,Y,144,105,0,0,0,0,0,8,2007,New,Partial,227875.0
160,FV,68.0,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,Y,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2004.0,Unf,2.0,480.0,TA,TA,Y,0,60,0,0,0,0,0,3,2007,WD,Normal,148800.0
20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,RFn,2.0,567.0,TA,TA,Y,140,0,0,0,0,0,0,10,2007,New,Partial,392000.0
120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,0,6,2007,WD,Normal,194700.0
120,RM,68.0,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,Typ,1,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,149,0,0,0,0,0,0,5,2008,WD,Normal,141000.0
60,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965.0,Unf,0.0,245.0,1210.0,GasA,Ex,Y,SBrkr,1238,1281,0,2519,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Attchd,1989.0,RFn,2.0,628.0,TA,TA,Y,320,27,0,0,0,0,0,4,2006,WD,Normal,335000.0
30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,Ex,Y,SBrkr,1073,0,0,1073,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1968.0,Unf,1.0,326.0,TA,TA,Y,0,0,112,0,0,0,0,12,2006,WD,Abnorml,108480.0
