MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_N,CentralAir_Y,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y
4,62.0,7311,1,0,0,17,2,2,2,2,5,1946,1950,1,0,8,9,0.0,2,0,5,0.0,5,407.0,407.0,0,4,0,407,0,407,0.0,1,0,1,1,3,5,0,5,1949.0,1.0,297.0,0,4,76,0,120,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
4,69.0,9142,1,0,4,17,2,2,4,5,5,1900,2006,1,0,5,6,0.0,1,0,5,0.0,5,797.0,797.0,0,4,0,830,797,1627,0.0,2,0,4,2,10,5,0,5,1950.0,2.0,420.0,0,3,192,0,60,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
4,53.0,5350,1,0,0,17,0,2,4,7,8,1920,1965,1,0,9,11,0.0,4,0,1,116.0,5,508.0,624.0,0,0,3,730,720,1450,0.0,1,0,3,1,7,5,0,5,1935.0,1.0,288.0,3,4,0,192,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,69.0,9143,1,0,0,17,2,2,0,5,7,1900,2003,1,0,8,9,0.0,4,1,5,0.0,5,346.0,346.0,0,0,3,709,308,1017,0.0,1,0,2,1,5,5,0,5,1961.0,1.0,308.0,3,4,0,0,139,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
4,60.0,9600,1,0,4,17,2,2,4,5,5,1920,1960,1,0,0,0,0.0,4,0,4,234.0,5,739.0,973.0,0,4,2,1377,973,2350,0.0,2,0,4,2,10,5,0,0,1930.0,2.0,393.0,3,4,0,0,219,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,11340,1,0,4,17,2,2,4,2,1,1920,1950,1,0,0,0,0.0,1,0,5,0.0,5,723.0,723.0,0,4,3,723,363,1086,0.0,1,0,2,1,5,0,0,5,1920.0,2.0,400.0,0,3,0,24,144,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
4,60.0,10800,1,0,4,17,2,2,4,7,7,1890,1999,1,0,9,11,0.0,4,0,5,0.0,5,1313.0,1313.0,1,2,3,1313,1182,2495,0.0,2,0,5,1,10,5,1,5,1950.0,2.0,342.0,3,1,0,299,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4,65.0,9750,1,0,4,17,2,2,2,5,6,1959,1959,1,0,5,6,164.0,4,1,4,200.0,5,784.0,984.0,0,2,3,984,0,984,1.0,1,0,2,1,5,5,0,5,1959.0,1.0,308.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
4,52.0,8516,1,0,4,17,2,2,2,4,6,1958,2006,1,0,5,6,0.0,4,1,5,0.0,5,869.0,869.0,0,4,3,1093,0,1093,0.0,1,0,2,1,5,5,0,5,1959.0,1.0,308.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,55.0,7111,1,0,4,3,2,2,2,5,7,1928,1983,1,0,10,11,0.0,2,0,3,406.0,1,329.0,1008.0,0,4,3,1143,0,1143,0.0,1,0,2,1,5,5,1,5,1992.0,1.0,288.0,3,4,265,0,0,8,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,68.0,7425,1,0,0,3,6,0,0,7,7,1945,1950,1,0,9,10,0.0,4,1,5,0.0,5,672.0,672.0,0,2,3,1195,473,1668,0.0,1,1,3,1,8,5,0,1,1945.0,1.0,252.0,3,4,210,0,0,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,68.0,7010,1,0,4,3,2,2,0,5,5,1935,1950,1,0,9,10,0.0,4,0,4,175.0,5,849.0,1024.0,0,4,3,1144,594,1738,0.0,2,0,3,1,6,5,1,5,1950.0,1.0,240.0,3,4,0,30,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
4,50.0,5000,1,0,4,3,1,2,0,5,7,1941,2006,1,0,9,10,0.0,2,1,0,600.0,5,72.0,672.0,0,0,3,832,378,1210,0.0,1,0,3,1,6,5,0,5,1941.0,1.0,240.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
4,59.0,5870,1,0,0,3,1,1,4,6,9,1900,2000,1,0,4,4,0.0,2,0,5,0.0,5,554.0,554.0,0,0,3,736,554,1290,0.0,1,1,3,1,6,5,0,5,1926.0,1.0,200.0,0,4,38,112,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,50.0,6000,1,0,4,3,2,2,0,6,7,1940,1989,1,0,9,10,0.0,4,1,0,521.0,5,460.0,981.0,0,0,3,1014,658,1672,0.0,1,1,3,1,6,5,1,5,1940.0,1.0,240.0,3,4,0,11,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
4,50.0,6000,1,0,4,3,2,2,2,5,7,1924,2003,1,0,9,10,0.0,1,0,5,0.0,5,949.0,949.0,0,0,3,949,0,949,0.0,1,0,2,1,5,5,1,5,1924.0,2.0,370.0,3,4,0,0,48,8,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,50.0,6000,1,0,4,3,2,2,0,6,7,1937,2000,1,0,9,10,0.0,2,0,4,201.0,3,462.0,825.0,0,0,3,825,672,1497,0.0,2,0,3,1,5,5,0,5,2004.0,1.0,672.0,3,4,272,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,50.0,6000,1,0,4,3,2,2,0,6,5,1939,1950,1,0,9,10,0.0,4,1,3,264.0,5,475.0,739.0,0,0,3,874,468,1342,0.0,2,0,2,2,7,5,1,5,1939.0,1.0,240.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,50.0,5000,1,0,4,3,2,2,1,6,7,1926,1950,1,0,5,6,0.0,4,0,5,0.0,5,992.0,992.0,0,0,3,1013,0,1013,0.0,1,0,3,1,6,5,0,5,1926.0,1.0,160.0,0,4,0,0,101,8,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,5520,1,0,2,3,1,2,0,5,7,1920,1997,1,0,0,0,0.0,2,0,0,68.0,5,497.0,565.0,0,4,3,565,651,1216,1.0,1,0,3,1,6,5,1,3,1920.0,1.0,355.0,0,4,0,0,180,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
4,52.0,6240,1,0,4,3,2,2,0,4,7,1929,1950,1,0,5,6,0.0,4,2,1,80.0,5,624.0,704.0,0,0,3,624,512,1136,0.0,1,0,2,1,6,5,0,5,1990.0,1.0,336.0,3,4,0,365,80,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,52.0,6240,1,0,4,3,2,2,0,7,5,1939,1950,1,0,9,10,0.0,4,0,4,300.0,3,449.0,989.0,0,4,3,1245,764,2009,0.0,2,0,4,1,7,3,1,5,1939.0,2.0,400.0,3,4,0,20,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4,51.0,6120,1,0,4,17,0,2,4,5,5,1923,1950,2,0,9,10,0.0,4,0,3,203.0,5,897.0,1100.0,0,4,3,1226,676,1902,0.0,2,0,4,1,7,5,0,5,1960.0,2.0,576.0,3,4,0,139,55,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,9144,1,0,4,3,2,2,0,6,4,1915,2004,1,0,8,9,0.0,2,0,5,0.0,5,810.0,810.0,0,0,3,1170,546,1716,0.0,2,0,4,1,8,5,0,5,1970.0,2.0,672.0,3,4,0,195,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
4,63.0,4347,1,0,4,17,2,2,0,6,8,1910,1950,2,0,5,6,0.0,4,0,5,0.0,5,796.0,796.0,0,0,3,825,784,1609,0.0,1,0,3,1,7,5,0,5,1910.0,1.0,228.0,0,1,0,182,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
4,68.0,6291,0,0,4,9,7,2,2,6,6,1930,1950,1,0,7,11,0.0,2,0,5,0.0,5,768.0,768.0,0,4,3,768,0,768,0.0,1,0,1,1,4,5,0,5,1930.0,2.0,440.0,3,4,0,0,84,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
4,60.0,10266,1,0,4,9,2,2,4,6,6,1952,1952,1,0,5,6,0.0,4,1,4,372.0,5,396.0,768.0,0,4,0,768,768,1536,0.0,1,1,4,1,7,5,0,5,1952.0,1.0,308.0,3,4,0,216,80,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,6876,1,0,4,9,2,2,0,6,6,1938,1958,1,0,9,10,0.0,4,0,5,0.0,5,1272.0,1272.0,0,4,3,1272,0,1969,0.0,2,0,4,1,9,2,1,5,1938.0,2.0,400.0,3,4,0,34,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,68.0,10320,1,0,4,9,2,2,0,5,6,1915,1978,1,0,4,4,0.0,1,0,5,0.0,5,880.0,880.0,0,2,3,880,428,1308,0.0,2,0,2,1,6,5,0,5,1950.0,2.0,400.0,0,1,0,0,117,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,7200,1,0,0,9,2,2,2,6,7,1925,1992,1,0,8,9,0.0,4,1,5,0.0,5,1040.0,1040.0,0,2,3,1040,0,1040,0.0,1,0,2,1,5,5,0,5,1993.0,2.0,320.0,3,4,0,132,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,62.0,7006,1,0,4,9,2,2,0,6,6,1925,1950,1,0,7,8,0.0,4,2,4,121.0,5,647.0,768.0,0,4,3,788,448,1236,1.0,2,0,3,1,6,5,1,5,1985.0,1.0,384.0,3,4,0,0,0,8,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,10320,1,0,4,9,7,2,2,5,8,1912,1991,1,0,9,10,0.0,4,0,5,0.0,5,451.0,451.0,0,4,3,759,0,759,0.0,1,0,1,1,5,5,0,5,1997.0,2.0,576.0,3,4,40,0,0,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
3,82.0,9488,1,0,4,19,1,2,2,5,6,1947,1993,1,0,8,9,0.0,4,1,5,0.0,5,1046.0,1046.0,0,2,3,1054,0,1054,0.0,1,0,3,1,6,5,0,5,1947.0,1.0,240.0,3,4,0,60,122,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
3,68.0,11235,1,0,0,19,1,2,5,5,6,1963,1963,1,0,4,10,0.0,4,1,0,784.0,5,197.0,981.0,0,4,3,1075,0,1075,1.0,1,0,3,1,6,5,0,5,1996.0,2.0,440.0,3,4,64,0,0,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,80.0,13014,1,0,4,19,2,2,6,6,5,1978,1978,1,0,4,7,39.0,4,1,0,528.0,5,480.0,1008.0,0,4,3,1096,0,1096,1.0,1,0,3,1,6,5,1,1,1978.0,2.0,484.0,3,4,168,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,10265,1,0,4,19,2,2,2,5,7,1967,2005,1,0,4,4,0.0,1,1,0,758.0,5,234.0,992.0,0,0,3,992,0,992,1.0,1,0,3,1,6,5,0,1,1967.0,1.0,294.0,3,4,204,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,7703,1,0,1,19,2,2,5,6,8,1978,1978,1,0,4,4,40.0,4,1,0,450.0,5,0.0,450.0,0,0,3,1034,0,1034,0.0,1,0,3,1,6,5,1,2,1978.0,2.0,504.0,3,4,311,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,68.0,9981,1,0,0,19,2,2,2,5,5,1967,1967,1,0,5,6,340.0,4,1,1,221.0,5,852.0,1073.0,0,2,3,1073,0,1073,0.0,1,0,3,1,6,5,0,1,1967.0,1.0,270.0,3,4,0,90,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,7400,1,0,1,19,2,2,5,5,5,1984,1984,1,0,8,9,0.0,4,2,3,104.0,0,0.0,1060.0,0,4,3,1126,0,1126,1.0,1,0,2,1,5,5,0,1,1984.0,2.0,506.0,3,4,178,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,12900,1,0,4,19,1,2,2,5,4,1920,1950,1,0,2,8,0.0,4,2,1,1300.0,5,0.0,1300.0,0,1,3,1140,0,1140,1.0,1,0,3,1,6,5,0,4,1920.0,2.0,400.0,3,4,0,0,190,8,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,94.0,9239,1,0,4,19,1,2,2,5,8,1963,2003,1,0,8,9,0.0,2,1,2,634.0,5,326.0,960.0,0,0,3,960,0,960,1.0,1,0,3,1,6,5,0,1,1963.0,1.0,300.0,3,4,168,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,88.0,14175,1,0,4,19,3,2,2,6,8,1956,1956,1,0,4,4,0.0,4,1,2,776.0,5,212.0,988.0,0,4,0,1188,0,1188,1.0,1,0,1,1,4,5,1,1,1956.0,2.0,621.0,3,4,102,89,231,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,10532,1,0,0,4,2,2,2,5,3,1960,1960,0,1,6,7,275.0,4,1,4,988.0,5,0.0,988.0,0,2,3,1721,0,1721,1.0,2,0,3,1,7,4,2,2,1960.0,2.0,626.0,3,4,50,84,0,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3,63.0,8375,1,0,0,19,2,2,0,5,7,1941,1973,1,0,9,10,0.0,4,0,0,336.0,5,240.0,576.0,0,2,3,864,486,1350,1.0,1,1,2,1,6,2,0,0,1973.0,3.0,627.0,3,4,0,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
3,68.0,10200,1,0,4,19,2,2,6,5,8,1970,1970,3,0,4,4,0.0,2,2,0,704.0,5,160.0,864.0,0,0,3,904,0,904,0.0,1,0,3,1,5,5,0,0,1979.0,3.0,912.0,3,4,143,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,82.0,20270,1,0,1,4,2,2,2,7,6,1979,1979,1,0,6,7,0.0,4,1,2,599.0,5,925.0,1524.0,0,4,3,1524,0,1524,1.0,2,0,3,1,7,5,2,1,1979.0,2.0,478.0,3,4,140,0,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,50.0,5190,1,0,4,7,2,2,0,7,5,1948,1950,1,0,2,7,0.0,4,1,5,0.0,5,570.0,570.0,0,4,3,617,462,1079,0.0,1,0,2,1,5,5,1,1,1948.0,1.0,249.0,3,4,135,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,9571,1,0,4,7,2,2,2,5,6,1956,1956,3,0,9,10,0.0,4,1,4,870.0,5,639.0,1509.0,0,4,0,1509,0,1509,1.0,1,0,3,1,6,5,1,1,1956.0,1.0,322.0,3,4,158,0,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
3,50.0,9360,1,0,0,7,2,2,4,6,8,1962,2001,1,0,8,9,216.0,4,1,4,324.0,5,297.0,621.0,0,4,3,621,648,1269,0.0,1,1,3,1,7,5,0,5,1962.0,1.0,280.0,3,4,0,236,0,8,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,9771,1,0,0,20,2,2,4,6,5,1995,2002,1,0,4,4,190.0,4,2,3,779.0,5,298.0,1077.0,0,0,3,1093,1721,2814,0.0,2,1,4,1,9,5,1,3,1995.0,2.0,614.0,3,4,48,32,0,8,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,80.0,9938,1,0,4,20,2,2,2,7,5,1994,1994,1,0,4,4,251.0,4,2,2,1271.0,5,331.0,1602.0,0,0,3,1626,0,1626,1.0,2,1,3,1,7,5,1,1,1994.0,2.0,534.0,3,4,424,40,0,8,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,14171,1,0,1,20,2,2,4,7,5,1993,1994,1,0,8,9,0.0,4,2,2,355.0,5,457.0,812.0,0,0,3,1101,1099,2200,0.0,2,1,4,1,9,5,1,1,1993.0,2.0,453.0,3,4,168,98,0,8,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,85.0,10541,1,0,0,20,2,2,6,7,5,1996,1996,1,0,8,9,0.0,4,2,5,0.0,5,672.0,672.0,0,0,3,1302,735,2037,0.0,2,1,3,1,8,5,1,1,1996.0,2.0,472.0,3,4,100,33,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,65.0,10616,1,0,4,5,2,2,4,7,5,2007,2007,1,0,8,9,0.0,4,2,5,0.0,5,628.0,628.0,0,0,3,628,728,1356,0.0,2,1,3,1,6,5,1,3,2007.0,2.0,484.0,3,4,100,24,0,6,5,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,65.0,9345,1,0,4,5,2,2,2,8,5,2007,2007,1,0,8,9,156.0,4,2,5,0.0,5,1615.0,1615.0,0,0,3,1615,0,1615,0.0,2,0,3,1,7,5,1,1,2007.0,3.0,864.0,3,4,168,30,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,91.0,11778,1,0,4,5,2,2,2,9,5,2008,2008,3,0,8,9,554.0,4,2,2,2085.0,5,186.0,2271.0,0,0,3,2276,0,2276,1.0,2,0,3,1,7,5,2,1,2008.0,3.0,1348.0,1,4,0,0,70,8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
3,91.0,11778,1,0,4,5,4,2,2,9,5,2008,2008,3,0,8,9,402.0,4,2,2,1153.0,5,598.0,1751.0,0,0,3,1766,0,1766,1.0,2,1,3,1,8,5,2,1,2008.0,3.0,874.0,3,4,216,36,0,6,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
3,68.0,11454,1,0,0,20,2,2,6,8,5,1995,1995,1,0,8,9,302.0,4,2,2,770.0,5,631.0,1401.0,0,0,3,1511,0,1511,1.0,2,0,3,1,6,5,1,1,1995.0,3.0,811.0,3,4,168,42,0,8,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,11500,1,0,1,4,2,2,2,6,6,1966,1966,0,1,6,7,0.0,4,1,3,262.0,0,197.0,1182.0,0,0,3,1643,0,1643,1.0,2,0,2,1,6,5,1,1,1966.0,2.0,438.0,3,4,339,0,0,8,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
