MSZoning,LotFrontage,LotArea,Street,Utilities,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_N,CentralAir_Y,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y
3,70.0,9100,1,0,4,5,2,2,2,7,2004,2005,3,1,12,13,0.0,4,2,2,24.0,5,1836.0,1860.0,1,0,4,1836,0,1836,0.0,2,0,3,1,8,6,1,1,2004.0,2.0,484.0,4,4,120,33,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,7252,1,0,1,19,2,2,6,5,1982,1982,3,1,13,14,0.0,4,1,2,685.0,5,173.0,858.0,1,4,4,858,0,858,1.0,1,0,2,1,5,6,0,5,1983.0,2.0,576.0,4,4,120,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,67.0,8877,1,0,4,7,2,2,2,4,1951,1951,1,1,13,14,0.0,4,1,3,836.0,5,0.0,836.0,1,4,1,1220,0,1220,0.0,1,0,2,1,6,6,0,5,1951.0,2.0,396.0,4,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,94.0,7819,1,0,4,7,2,2,7,6,1976,1976,1,1,9,10,0.0,4,1,0,422.0,1,480.0,1029.0,1,4,4,1117,0,1117,1.0,1,0,3,1,6,6,1,5,1976.0,2.0,672.0,4,4,144,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,70.0,10150,1,0,4,12,1,2,2,5,1958,1958,1,1,13,14,1.0,4,1,4,456.0,5,456.0,912.0,1,0,0,912,0,912,0.0,1,0,2,1,5,6,0,1,1958.0,1.0,275.0,4,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,110.0,14226,1,0,0,16,2,2,2,8,2006,2006,3,1,12,13,375.0,4,2,5,0.0,5,1935.0,1935.0,1,2,4,1973,0,1973,0.0,2,0,3,1,9,6,1,1,2006.0,3.0,895.0,4,4,315,45,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4,32.0,4500,1,0,2,11,2,2,2,6,1998,1998,3,1,12,13,320.0,4,2,2,866.0,5,338.0,1204.0,1,0,4,1204,0,1204,1.0,2,0,2,1,5,6,0,1,1998.0,2.0,412.0,4,4,0,247,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,86.0,11210,1,0,4,5,2,2,2,7,2005,2006,1,1,12,13,240.0,4,2,2,20.0,5,1594.0,1614.0,1,0,4,1614,0,1614,0.0,2,0,3,1,7,6,0,1,2005.0,3.0,865.0,4,4,144,59,0,6,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,100.0,13350,1,0,4,19,2,2,2,5,1974,1974,3,1,6,10,0.0,4,1,0,762.0,5,102.0,864.0,1,4,4,894,0,894,1.0,1,0,3,1,5,6,1,1,1974.0,2.0,440.0,4,4,241,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
2,60.0,8400,1,0,4,20,1,2,2,5,1977,1977,1,1,9,10,320.0,4,3,5,0.0,5,0.0,0.0,1,4,4,2020,0,2020,0.0,2,0,4,2,10,6,2,5,1977.0,2.0,630.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,78.0,10530,1,0,4,11,2,2,6,6,1977,1977,1,1,9,7,90.0,4,1,2,975.0,5,0.0,975.0,1,4,4,1004,0,1004,1.0,1,0,2,1,4,6,0,1,1977.0,2.0,504.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,63.0,7875,1,0,4,8,2,2,2,7,1995,1996,1,1,6,6,38.0,4,2,5,0.0,5,1237.0,1237.0,1,2,4,1253,0,1253,0.0,2,0,3,1,6,6,1,1,1995.0,2.0,402.0,4,4,220,21,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3,65.0,7153,1,0,4,20,2,2,5,6,1992,1992,1,1,12,13,0.0,2,2,0,387.0,5,374.0,761.0,1,0,4,810,793,1603,0.0,2,1,3,1,7,6,0,1,1992.0,2.0,484.0,4,4,0,124,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,67.0,16285,1,0,4,5,2,2,2,7,2001,2002,1,1,12,13,0.0,4,2,5,0.0,5,1413.0,1413.0,1,0,4,1430,0,1430,0.0,2,0,3,1,6,6,0,1,2001.0,2.0,605.0,4,4,0,33,0,8,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,9101,1,0,0,11,2,2,6,5,1978,1978,1,1,9,10,104.0,2,2,2,1097.0,5,0.0,1097.0,1,0,4,1110,0,1110,1.0,1,0,1,1,4,6,1,1,1978.0,2.0,602.0,4,4,303,30,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4,35.0,6300,1,0,4,17,2,2,4,6,1914,2001,1,1,13,15,0.0,4,1,5,0.0,5,742.0,742.0,1,0,4,742,742,1484,0.0,2,0,3,1,9,6,1,1,1979.0,0.0,0.0,4,4,0,291,134,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,9790,1,0,4,14,1,2,2,6,1967,1967,1,1,3,14,0.0,4,1,4,251.0,3,491.0,1372.0,1,4,4,1342,0,1342,0.0,2,0,3,1,7,6,1,1,1967.0,2.0,457.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
4,60.0,10800,1,0,4,17,0,2,0,5,1915,1950,1,1,8,8,0.0,2,2,3,686.0,5,0.0,686.0,1,4,4,966,686,1652,1.0,2,0,4,1,7,6,0,5,1961.0,1.0,416.0,4,4,0,0,196,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,76.0,10142,1,0,4,20,2,2,5,7,2004,2004,1,1,12,13,0.0,4,2,2,656.0,5,300.0,956.0,1,0,4,956,1128,2084,1.0,2,1,4,1,8,6,0,3,2004.0,2.0,618.0,4,4,0,45,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,50.0,6000,1,0,0,17,2,2,2,4,1954,2000,1,1,8,8,0.0,4,1,5,0.0,5,901.0,901.0,1,0,4,901,0,901,0.0,1,0,2,1,4,6,0,5,1954.0,1.0,281.0,1,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,68.0,12205,1,0,4,4,2,2,5,6,1966,2007,1,1,6,6,157.0,4,1,3,568.0,5,264.0,832.0,1,2,4,976,1111,2087,0.0,2,1,5,1,9,6,0,1,1966.0,2.0,444.0,4,4,133,168,0,8,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,43.0,3182,1,0,4,0,2,2,2,7,2005,2006,1,1,12,13,11.0,4,2,2,16.0,5,1129.0,1145.0,1,0,4,1145,0,1145,0.0,2,0,2,1,5,6,1,1,2005.0,2.0,397.0,4,4,100,16,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,11333,1,0,0,11,2,2,7,6,1976,1976,1,1,6,6,0.0,4,2,0,539.0,5,490.0,1029.0,1,4,4,1062,0,1062,1.0,1,0,3,1,5,6,2,1,1976.0,2.0,539.0,4,4,120,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,92.0,9920,1,0,1,15,2,2,5,7,1996,1997,1,1,8,8,0.0,4,2,2,862.0,5,255.0,1117.0,1,0,4,1127,886,2013,1.0,2,1,3,1,8,6,1,1,1997.0,2.0,455.0,4,4,180,130,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,76.0,9158,1,0,4,21,2,2,2,8,2007,2007,1,1,5,5,140.0,4,2,5,0.0,5,1496.0,1496.0,1,0,4,1496,0,1496,0.0,2,0,3,1,7,6,0,1,2007.0,2.0,474.0,4,4,168,130,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,68.0,10832,1,0,0,8,2,2,5,7,1994,1996,1,1,8,8,0.0,4,2,5,0.0,5,712.0,712.0,1,0,4,1086,809,1895,0.0,2,1,3,1,7,6,1,1,1994.0,2.0,409.0,4,4,143,46,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
3,70.0,8400,1,0,4,20,2,2,5,6,1980,1981,1,1,6,6,130.0,4,1,5,0.0,5,650.0,650.0,1,4,4,888,676,1564,0.0,2,1,3,1,7,6,1,1,1980.0,2.0,476.0,4,4,0,50,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,71.0,8197,1,0,4,19,2,2,2,6,1977,1977,1,1,9,10,148.0,4,1,5,0.0,5,660.0,660.0,1,0,4,1285,0,1285,0.0,1,1,3,1,7,6,1,1,1977.0,2.0,528.0,4,4,138,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,57.0,7677,1,0,4,12,2,2,2,5,1953,1953,1,1,12,13,0.0,4,1,1,570.0,5,203.0,773.0,1,2,4,773,0,773,0.0,1,0,2,1,4,6,0,1,1953.0,1.0,240.0,4,4,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,60.0,7200,1,0,0,18,1,2,0,5,1937,1950,1,1,13,14,252.0,4,0,0,569.0,5,162.0,731.0,1,0,4,981,787,1768,1.0,1,1,3,1,7,6,2,5,1939.0,1.0,240.0,4,4,0,0,264,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,79.0,12798,1,0,4,4,1,2,5,6,1997,1997,1,1,12,13,0.0,4,2,2,462.0,5,154.0,616.0,1,2,4,616,1072,1688,1.0,2,1,4,1,8,6,0,1,1997.0,2.0,603.0,4,4,403,114,185,8,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4,40.0,4800,1,0,4,9,2,2,2,4,1916,1990,1,1,8,8,0.0,4,1,3,197.0,5,999.0,1196.0,1,0,0,1196,0,1196,1.0,1,0,2,1,5,6,0,5,1957.0,2.0,440.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,63.0,8199,1,0,4,5,2,2,5,7,2005,2005,1,1,14,15,0.0,4,2,2,648.0,5,80.0,728.0,1,0,4,728,728,1456,1.0,2,1,3,1,7,6,1,1,2005.0,2.0,410.0,4,4,36,18,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,75.0,9000,1,0,4,12,2,2,2,5,1954,1954,1,1,13,14,0.0,4,1,3,812.0,5,124.0,936.0,1,4,4,1128,0,1128,0.0,1,0,2,1,5,2,0,1,1954.0,1.0,286.0,4,4,0,0,0,8,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
3,91.0,12274,1,0,2,21,2,2,2,7,2008,2008,1,1,12,13,256.0,4,2,5,0.0,5,1417.0,1417.0,1,0,4,1428,0,1428,0.0,2,0,3,1,6,6,0,1,2008.0,2.0,554.0,4,4,0,60,0,6,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
3,75.0,9750,1,0,4,12,2,2,7,5,1967,1967,1,1,12,13,0.0,4,2,0,400.0,4,100.0,980.0,1,2,4,980,0,980,0.0,2,0,3,1,6,6,0,1,1967.0,1.0,384.0,4,4,68,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,144.0,21384,1,0,4,3,2,2,5,5,1923,2004,1,1,13,14,0.0,4,1,2,1309.0,5,15.0,1324.0,1,0,4,1072,504,1576,2.0,1,1,3,1,6,6,1,1,1923.0,2.0,528.0,4,4,0,312,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,85.0,13400,1,0,4,12,2,2,7,5,1966,1966,1,1,12,13,1047.0,4,1,0,516.0,1,380.0,1024.0,1,4,4,1086,0,1086,1.0,1,0,3,1,6,6,1,1,1966.0,2.0,484.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
4,90.0,8100,1,0,0,17,2,2,4,5,1898,1965,3,1,0,0,0.0,4,2,5,0.0,5,849.0,849.0,1,4,0,1075,1063,2138,0.0,2,0,2,3,11,6,0,5,1910.0,2.0,360.0,1,3,40,156,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
3,78.0,10140,1,0,4,14,2,2,2,6,1974,1999,3,1,6,6,99.0,4,1,0,663.0,3,0.0,1040.0,1,1,4,1309,0,1309,1.0,1,1,3,1,5,6,1,1,1974.0,2.0,484.0,4,4,265,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,68.0,4438,1,0,4,5,2,2,2,6,2004,2004,1,1,12,13,169.0,4,2,2,662.0,5,186.0,848.0,1,0,4,848,0,848,1.0,1,0,1,1,4,6,1,1,2004.0,2.0,420.0,4,4,140,0,0,3,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,66.0,8712,0,0,4,9,2,2,2,5,1952,1952,3,1,13,14,0.0,4,1,5,0.0,5,540.0,540.0,1,4,0,1044,0,1044,0.0,1,0,2,1,4,6,0,2,1952.0,2.0,504.0,4,4,0,0,0,8,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
3,75.0,9750,1,0,4,12,2,2,2,6,1958,1958,1,1,8,8,243.0,4,1,4,608.0,5,834.0,1442.0,1,2,4,1442,0,1442,0.0,1,1,4,1,7,6,0,1,1958.0,1.0,301.0,4,4,0,0,275,0,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,45.0,8248,1,0,4,7,2,2,0,5,1918,1950,1,1,11,12,0.0,4,0,5,0.0,5,686.0,686.0,2,2,4,686,564,1250,0.0,1,1,3,1,7,6,0,5,1955.0,1.0,280.0,4,4,207,0,96,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
3,48.0,12137,1,0,1,5,2,2,2,7,1998,1998,1,1,12,13,442.0,4,2,5,0.0,5,1649.0,1649.0,1,0,4,1661,0,1661,0.0,2,0,3,1,6,6,0,1,1998.0,2.0,598.0,4,4,0,34,0,8,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,11425,1,0,0,12,2,2,2,5,1954,1954,1,1,3,3,0.0,4,1,1,486.0,5,522.0,1008.0,1,2,4,1008,0,1008,0.0,1,0,2,1,4,6,1,1,1954.0,1.0,275.0,4,4,0,0,120,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3,68.0,13265,1,0,1,11,2,2,2,8,2002,2002,3,1,5,5,148.0,4,2,2,1218.0,5,350.0,1568.0,1,0,4,1689,0,1689,1.0,2,0,3,1,7,6,2,1,2002.0,3.0,857.0,4,4,150,59,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,80.0,8816,1,0,4,4,2,2,7,6,1971,1971,1,1,6,6,80.0,4,1,2,504.0,5,506.0,1010.0,1,2,4,1052,0,1052,1.0,1,0,3,1,6,6,0,1,1971.0,2.0,440.0,4,4,0,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,44.0,6371,1,0,4,16,2,2,2,7,2009,2010,1,1,12,13,128.0,4,2,2,733.0,5,625.0,1358.0,1,0,4,1358,0,1358,1.0,2,0,2,1,6,6,1,1,2010.0,2.0,484.0,4,4,192,35,0,6,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
3,72.0,7226,1,0,1,5,2,2,5,7,2003,2003,1,1,12,13,0.0,4,2,5,0.0,5,798.0,798.0,1,0,4,798,842,1640,0.0,2,1,3,1,6,6,0,1,2003.0,2.0,595.0,4,4,0,45,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
4,60.0,6000,1,0,4,17,2,2,2,4,1953,1953,1,1,8,8,0.0,4,1,5,0.0,5,936.0,936.0,1,4,4,936,0,936,0.0,1,0,2,1,4,3,0,5,1974.0,2.0,576.0,4,4,0,32,112,8,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
3,68.0,12394,1,0,0,8,2,2,5,7,2003,2003,1,1,12,13,0.0,4,2,5,0.0,5,847.0,847.0,1,0,4,847,886,1733,0.0,2,1,3,1,7,6,1,3,2003.0,2.0,433.0,4,4,100,48,0,8,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
3,60.0,9900,1,0,4,18,2,2,0,6,1940,1950,1,1,12,13,0.0,4,0,5,0.0,5,778.0,778.0,1,4,4,944,545,1489,0.0,2,0,3,1,7,6,1,5,1940.0,1.0,240.0,4,4,335,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1,81.0,11216,1,0,4,21,2,2,2,8,2006,2006,1,1,12,13,0.0,4,2,5,0.0,5,1489.0,1489.0,1,0,4,1489,0,1489,0.0,2,0,3,1,7,6,1,1,2006.0,2.0,776.0,4,4,0,140,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,114.0,14803,1,0,4,16,4,4,2,10,2007,2008,3,1,5,5,816.0,4,2,2,1636.0,5,442.0,2078.0,1,0,4,2084,0,2084,1.0,2,0,2,1,7,6,1,1,2007.0,3.0,1220.0,4,4,188,45,0,6,5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4,50.0,6130,1,0,4,3,2,2,1,5,1924,1950,1,1,8,8,0.0,4,0,0,784.0,5,0.0,784.0,1,2,4,784,0,784,1.0,1,0,2,1,5,6,0,1,1979.0,0.0,0.0,4,4,0,0,116,8,4,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3,65.0,8529,1,0,4,20,2,2,2,7,2001,2001,1,1,12,13,0.0,4,2,2,20.0,5,1434.0,1454.0,1,0,4,1434,0,1434,0.0,2,0,3,1,6,6,1,1,2001.0,2.0,527.0,4,4,290,39,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,68.0,28698,1,0,1,4,2,2,5,5,1967,1967,0,5,9,10,0.0,4,2,3,249.0,0,0.0,1013.0,1,4,4,1160,966,2126,0.0,2,1,3,1,7,3,0,1,1967.0,2.0,538.0,4,4,486,0,0,8,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1,24.0,2544,1,0,4,21,2,2,5,7,2005,2005,1,1,8,8,0.0,4,2,5,0.0,5,600.0,600.0,1,0,4,520,623,1223,0.0,2,1,2,1,4,6,0,5,2005.0,2.0,480.0,4,4,0,166,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,80.0,11900,1,0,0,12,2,2,2,6,1957,1957,1,1,6,6,387.0,4,1,4,1040.0,5,352.0,1392.0,1,4,0,1392,0,1392,1.0,1,1,3,1,6,6,2,1,1957.0,2.0,458.0,4,4,0,0,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,30.0,3180,1,0,4,21,2,2,5,7,2005,2005,1,1,8,8,0.0,4,2,5,0.0,5,600.0,600.0,1,0,4,520,600,1200,0.0,2,1,2,1,4,6,0,5,2005.0,2.0,480.0,4,4,0,166,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
3,44.0,9548,1,0,1,5,2,2,5,7,2003,2003,1,1,12,13,223.0,4,2,2,483.0,5,458.0,941.0,1,0,4,941,888,1829,1.0,2,1,3,1,7,6,1,1,2003.0,2.0,613.0,4,4,192,39,0,8,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
